cls_loss,epoch,step,val_acc
0.7335501313209534,0,49,
0.3845725953578949,0,99,
0.34183427691459656,0,149,
0.31019407510757446,0,199,
,0,234,0.913100004196167
0.3087954521179199,1,249,
0.24219325184822083,1,299,
0.2730520963668823,1,349,
0.27966636419296265,1,399,
0.2566641569137573,1,449,
,1,469,0.9319999814033508
0.2135712206363678,2,499,
0.15469850599765778,2,549,
0.15366442501544952,2,599,
0.14583395421504974,2,649,
0.18283025920391083,2,699,
,2,704,0.9442999958992004
0.21478798985481262,3,749,
0.197058767080307,3,799,
0.1774626076221466,3,849,
0.19127394258975983,3,899,
,3,939,0.954800009727478
0.2131889909505844,4,949,
0.13653169572353363,4,999,
0.12180175632238388,4,1049,
0.21969375014305115,4,1099,
0.1407352089881897,4,1149,
,4,1174,0.9593999981880188
