cls_loss,epoch,step,val_acc
2.420529842376709,0,49,
2.313119888305664,0,99,
2.3298561573028564,0,149,
2.2987117767333984,0,199,
,0,234,0.13169999420642853
2.339766025543213,1,249,
2.3307087421417236,1,299,
2.3177590370178223,1,349,
2.3015952110290527,1,399,
2.3209447860717773,1,449,
,1,469,0.11270000040531158
2.3266959190368652,2,499,
2.3537473678588867,2,549,
2.3798418045043945,2,599,
2.328416585922241,2,649,
2.329862594604492,2,699,
,2,704,0.10100000351667404
2.3780667781829834,3,749,
2.341857433319092,3,799,
2.2978851795196533,3,849,
2.3544929027557373,3,899,
,3,939,0.11230000108480453
2.346574306488037,4,949,
2.303487777709961,4,999,
2.3065457344055176,4,1049,
2.3356142044067383,4,1099,
2.3173208236694336,4,1149,
,4,1174,0.1143999993801117
2.327462673187256,5,1199,
2.2867088317871094,5,1249,
2.289121389389038,5,1299,
2.329284906387329,5,1349,
2.3035807609558105,5,1399,
,5,1409,0.1014999970793724
2.3474152088165283,6,1449,
2.3069233894348145,6,1499,
2.4001903533935547,6,1549,
2.334465742111206,6,1599,
,6,1644,0.14990000426769257
2.3409476280212402,7,1649,
2.279907464981079,7,1699,
2.35206937789917,7,1749,
