cls_loss,epoch,step,val_acc
0.7214525938034058,0,49,
0.48257651925086975,0,99,
0.34120064973831177,0,149,
0.34161561727523804,0,199,
,0,234,0.9150000214576721
0.3121218979358673,1,249,
0.32582199573516846,1,299,
0.2165638655424118,1,349,
0.29309961199760437,1,399,
0.3632456958293915,1,449,
,1,469,0.9341999888420105
0.22649136185646057,2,499,
0.21610678732395172,2,549,
0.2442205548286438,2,599,
0.2091253697872162,2,649,
0.21773329377174377,2,699,
,2,704,0.9438999891281128
0.27517169713974,3,749,
0.23215214908123016,3,799,
0.11306921392679214,3,849,
0.10292021185159683,3,899,
,3,939,0.9506999850273132
0.18531997501850128,4,949,
0.19248515367507935,4,999,
0.17604772746562958,4,1049,
0.18091057240962982,4,1099,
0.19472292065620422,4,1149,
,4,1174,0.953499972820282
