cls_loss,epoch,step,val_acc
0.6731176376342773,0,49,
0.3460999131202698,0,99,
0.43783247470855713,0,149,
0.3077624440193176,0,199,
,0,234,0.9154999852180481
0.3046596348285675,1,249,
0.325490802526474,1,299,
0.27335089445114136,1,349,
0.21969321370124817,1,399,
0.29916346073150635,1,449,
,1,469,0.9355999827384949
0.21712754666805267,2,499,
0.2436351627111435,2,549,
0.2381376326084137,2,599,
0.16757932305335999,2,649,
0.15446659922599792,2,699,
,2,704,0.9474999904632568
0.14382681250572205,3,749,
0.1817851960659027,3,799,
0.17761453986167908,3,849,
0.16486530005931854,3,899,
,3,939,0.9556000232696533
0.1274539977312088,4,949,
0.13286951184272766,4,999,
0.1597379446029663,4,1049,
0.18028533458709717,4,1099,
0.12182460725307465,4,1149,
,4,1174,0.9595999717712402
0.1382809430360794,5,1199,
0.14497089385986328,5,1249,
0.13817526400089264,5,1299,
0.10087303817272186,5,1349,
0.1312977373600006,5,1399,
,5,1409,0.960099995136261
0.12231499701738358,6,1449,
0.20754089951515198,6,1499,
0.11595749855041504,6,1549,
0.08942718803882599,6,1599,
,6,1644,0.9642000198364258
0.08534817397594452,7,1649,
0.14173917472362518,7,1699,
0.07436223328113556,7,1749,
0.08765117824077606,7,1799,
0.1311771422624588,7,1849,
,7,1879,0.967199981212616
0.1286754310131073,8,1899,
0.1782817542552948,8,1949,
0.06932449340820312,8,1999,
0.08224182575941086,8,2049,
0.11052237451076508,8,2099,
,8,2114,0.9661999940872192
0.15373288094997406,9,2149,
0.08833901584148407,9,2199,
0.07275251299142838,9,2249,
0.09132340550422668,9,2299,
0.19126711785793304,9,2349,
,9,2349,0.9695000052452087
