ae_loss,epoch,step
0.06033097952604294,0,49
0.046275753527879715,0,99
0.03295089304447174,0,149
0.0225541815161705,0,199
0.0196981318295002,1,249
0.017157837748527527,1,299
0.014538470655679703,1,349
0.014486961998045444,1,399
0.012238278985023499,1,449
0.012896914035081863,2,499
0.010891919024288654,2,549
0.010760851204395294,2,599
0.010700174607336521,2,649
0.010084051638841629,2,699
0.010658442042768002,3,749
0.009521965868771076,3,799
0.009370200335979462,3,849
0.009661249816417694,3,899
0.008979062549769878,4,949
0.008259633556008339,4,999
0.008257805369794369,4,1049
0.008681404404342175,4,1099
0.008234301581978798,4,1149
0.007576238829642534,5,1199
0.007644754368811846,5,1249
0.007546498905867338,5,1299
0.00766444206237793,5,1349
0.007501554675400257,5,1399
0.007194759324193001,6,1449
0.007439581677317619,6,1499
0.007239622063934803,6,1549
0.006887028459459543,6,1599
0.007110446225851774,7,1649
0.0066484310664236546,7,1699
0.007267886307090521,7,1749
0.006728480104357004,7,1799
0.00704113207757473,7,1849
0.006632683798670769,8,1899
0.006863715127110481,8,1949
0.006500192917883396,8,1999
0.006554430816322565,8,2049
0.006266418844461441,8,2099
0.006684982683509588,9,2149
0.0062898797914385796,9,2199
0.005898651201277971,9,2249
0.006186813581734896,9,2299
0.005983034148812294,9,2349
