cls_loss,epoch,step
0.8318365812301636,0,49
0.3912661075592041,0,99
0.4427222013473511,0,149
0.4279773533344269,0,199
0.2846652567386627,1,249
0.379369854927063,1,299
0.20025624334812164,1,349
0.2199680656194687,1,399
0.16347675025463104,1,449
0.25147196650505066,2,499
0.16015085577964783,2,549
0.23638121783733368,2,599
0.2164754867553711,2,649
0.18810585141181946,2,699
0.24347873032093048,3,749
0.15908314287662506,3,799
0.18459276854991913,3,849
0.16726969182491302,3,899
0.1962769329547882,4,949
0.13917168974876404,4,999
0.2243114411830902,4,1049
0.15121059119701385,4,1099
0.1596640944480896,4,1149
0.15512149035930634,5,1199
0.12599503993988037,5,1249
0.1045011356472969,5,1299
0.06929805874824524,5,1349
0.0841531828045845,5,1399
0.13995392620563507,6,1449
0.10820292681455612,6,1499
0.1450573205947876,6,1549
0.09658189117908478,6,1599
0.09898093342781067,7,1649
0.11661265790462494,7,1699
0.061324622482061386,7,1749
0.138484925031662,7,1799
0.1262480914592743,7,1849
0.0681971088051796,8,1899
0.06517083942890167,8,1949
0.13096801936626434,8,1999
0.0767580047249794,8,2049
0.09041725844144821,8,2099
0.0988871306180954,9,2149
0.06703759729862213,9,2199
0.10032238066196442,9,2249
0.05992318317294121,9,2299
0.10244233161211014,9,2349
