ae_loss,epoch,step
0.9276074171066284,31,7349
0.9262980222702026,31,7399
0.9250676035881042,31,7449
0.9272497296333313,31,7499
0.9253219962120056,32,7549
0.9263198971748352,32,7599
0.9254722595214844,32,7649
0.9255256652832031,32,7699
0.9228377342224121,32,7749
0.9241808652877808,33,7799
0.9248367547988892,33,7849
0.9258096814155579,33,7899
0.9251388311386108,33,7949
0.9259393811225891,34,7999
0.9242576360702515,34,8049
0.9261935353279114,34,8099
0.924824059009552,34,8149
0.9251731634140015,34,8199
0.9254829287528992,35,8249
0.9253915548324585,35,8299
0.92789226770401,35,8349
0.9247497320175171,35,8399
0.9239252209663391,35,8449
0.9238247275352478,36,8499
0.9252473711967468,36,8549
0.9253358840942383,36,8599
0.9238306283950806,36,8649
0.9258216023445129,37,8699
0.925422191619873,37,8749
0.9265904426574707,37,8799
0.9233744144439697,37,8849
0.9262205362319946,37,8899
0.9267918467521667,38,8949
0.9250109195709229,38,8999
0.9229955077171326,38,9049
0.923639714717865,38,9099
0.9264009594917297,38,9149
0.9254147410392761,39,9199
0.9255325198173523,39,9249
0.9272792339324951,39,9299
0.926027774810791,39,9349
0.9250655174255371,39,9399
0.9248713254928589,40,9449
0.9236918687820435,40,9499
0.9251092672348022,40,9549
0.9247815012931824,40,9599
0.926201343536377,41,9649
0.9248214364051819,41,9699
0.9253183603286743,41,9749
0.9247130751609802,41,9799
0.9262538552284241,41,9849
0.9267346858978271,42,9899
0.9222529530525208,42,9949
0.9264538288116455,42,9999
0.9255982041358948,42,10049
0.9247435927391052,42,10099
0.925574779510498,43,10149
0.9256573915481567,43,10199
0.9252602458000183,43,10249
0.9242100715637207,43,10299
0.9256990551948547,44,10349
0.9255174398422241,44,10399
0.9239710569381714,44,10449
0.9247471690177917,44,10499
0.9255748391151428,44,10549
0.9254522323608398,45,10599
0.9267908334732056,45,10649
0.9245681166648865,45,10699
0.9270762801170349,45,10749
0.9257927536964417,45,10799
0.9268271923065186,46,10849
0.9258588552474976,46,10899
0.9271111488342285,46,10949
0.9274793267250061,46,10999
0.9261197447776794,47,11049
0.9256003499031067,47,11099
0.9251787662506104,47,11149
0.9251710772514343,47,11199
0.9264569878578186,47,11249
0.9255630970001221,48,11299
0.9258860945701599,48,11349
0.9257451891899109,48,11399
0.9265516400337219,48,11449
0.9250818490982056,48,11499
0.9245278239250183,49,11549
0.924934983253479,49,11599
0.9262339472770691,49,11649
0.9271377921104431,49,11699
0.9266188144683838,49,11749
