ae_loss,epoch,step
0.9253168106079102,0,49
0.9245485663414001,0,99
0.9260390996932983,0,149
0.9244543313980103,0,199
0.9246430397033691,1,249
0.9261296987533569,1,299
0.925632655620575,1,349
0.9254521131515503,1,399
0.9278973937034607,1,449
0.9247400164604187,2,499
0.9247701168060303,2,549
0.9255078434944153,2,599
0.9248445630073547,2,649
0.923042893409729,2,699
0.9249205589294434,3,749
0.9235488772392273,3,799
0.927245020866394,3,849
0.9249370098114014,3,899
0.9236159920692444,4,949
0.9264348745346069,4,999
0.9262424111366272,4,1049
0.9256406426429749,4,1099
0.9248241782188416,4,1149
0.9260863661766052,5,1199
0.9248287677764893,5,1249
0.9238855838775635,5,1299
0.9245635867118835,5,1349
0.9255019426345825,5,1399
0.9237883687019348,6,1449
0.9258174300193787,6,1499
0.925390362739563,6,1549
0.9253923296928406,6,1599
0.9231230020523071,7,1649
0.9236002564430237,7,1699
0.925250232219696,7,1749
0.9254105091094971,7,1799
0.9269605875015259,7,1849
0.9240414500236511,8,1899
0.9244834780693054,8,1949
0.9289546608924866,8,1999
0.9263038039207458,8,2049
0.925297737121582,8,2099
0.926323413848877,9,2149
0.9247084856033325,9,2199
0.9295287132263184,9,2249
0.9246315360069275,9,2299
0.928298830986023,9,2349
0.9264971613883972,10,2399
0.9272685647010803,10,2449
0.9241525530815125,10,2499
0.922428548336029,10,2549
0.9261975884437561,11,2599
0.9255524277687073,11,2649
0.9262069463729858,11,2699
0.927003026008606,11,2749
0.926215410232544,11,2799
0.9259395003318787,12,2849
0.9255833029747009,12,2899
0.9233363270759583,12,2949
0.925495982170105,12,2999
0.9251017570495605,12,3049
0.9261235594749451,13,3099
0.9248366355895996,13,3149
0.9244257211685181,13,3199
0.9243969917297363,13,3249
0.9258418083190918,14,3299
0.9245315194129944,14,3349
0.9246470332145691,14,3399
0.9256168007850647,14,3449
0.9254084825515747,14,3499
0.9247269630432129,15,3549
0.9247714281082153,15,3599
0.9244410395622253,15,3649
0.9247137308120728,15,3699
0.9241947531700134,15,3749
0.9254769086837769,16,3799
0.9241106510162354,16,3849
0.925360381603241,16,3899
0.9250112771987915,16,3949
0.9253233075141907,17,3999
0.9264036417007446,17,4049
0.9254461526870728,17,4099
0.9260160326957703,17,4149
0.9255130290985107,17,4199
0.9243789911270142,18,4249
0.9267258048057556,18,4299
0.9265205264091492,18,4349
0.9266020059585571,18,4399
0.9237848520278931,18,4449
0.9260808825492859,19,4499
0.9241845011711121,19,4549
0.9267087578773499,19,4599
0.9239053726196289,19,4649
0.927408754825592,19,4699
0.9248198866844177,20,4749
0.9264335632324219,20,4799
0.9264581799507141,20,4849
0.926423192024231,20,4899
0.925078809261322,21,4949
0.9251384139060974,21,4999
0.925065815448761,21,5049
0.9251323342323303,21,5099
0.9238398671150208,21,5149
0.9265338182449341,22,5199
0.9259145855903625,22,5249
0.927276611328125,22,5299
0.9263628125190735,22,5349
0.9253684878349304,22,5399
0.9263692498207092,23,5449
0.924388587474823,23,5499
0.9256985783576965,23,5549
0.9271392822265625,23,5599
0.9255194664001465,24,5649
0.9255862236022949,24,5699
0.9253010153770447,24,5749
0.9241185188293457,24,5799
0.925391435623169,24,5849
0.9234540462493896,25,5899
0.9231705069541931,25,5949
0.9267767071723938,25,5999
0.9246419668197632,25,6049
0.9271959066390991,25,6099
0.9241337180137634,26,6149
0.9238454103469849,26,6199
0.9263755083084106,26,6249
0.9253475666046143,26,6299
0.9252078533172607,27,6349
0.9252485036849976,27,6399
0.9267061948776245,27,6449
0.9224457740783691,27,6499
0.9248784780502319,27,6549
0.9248362183570862,28,6599
0.9263308644294739,28,6649
0.9260109066963196,28,6699
0.9243522882461548,28,6749
0.9265739321708679,28,6799
0.923612117767334,29,6849
0.9247955679893494,29,6899
0.9252753257751465,29,6949
0.9236456155776978,29,6999
0.9236616492271423,29,7049
0.9250458478927612,30,7099
0.9262282848358154,30,7149
0.9243858456611633,30,7199
0.9245617985725403,30,7249
0.9267008900642395,31,7299
