ae_loss,epoch,step
0.072048619389534,0,49
0.05679066851735115,0,99
0.043605830520391464,0,149
0.03667311742901802,0,199
0.030466919764876366,1,249
0.027858257293701172,1,299
0.02621505968272686,1,349
0.02297978289425373,1,399
0.020724616944789886,1,449
0.020530380308628082,2,499
0.0194013100117445,2,549
0.018827417865395546,2,599
0.016680706292390823,2,649
0.016696754842996597,2,699
0.015929192304611206,3,749
0.01518461387604475,3,799
0.014994338154792786,3,849
0.014828896149992943,3,899
0.013942006975412369,4,949
0.013383360579609871,4,999
0.011788896284997463,4,1049
0.01175905205309391,4,1099
0.011370391584932804,4,1149
0.010826910845935345,5,1199
0.010785016231238842,5,1249
0.01058713998645544,5,1299
0.010546524077653885,5,1349
0.01006841566413641,5,1399
0.010306318290531635,6,1449
0.010063906200230122,6,1499
0.009692789055407047,6,1549
0.009794365614652634,6,1599
0.00859149731695652,7,1649
0.008650768548250198,7,1699
0.009105464443564415,7,1749
0.008843922056257725,7,1799
0.00853685662150383,7,1849
0.00883545633405447,8,1899
0.008250067941844463,8,1949
0.008221935480833054,8,1999
0.008154289796948433,8,2049
0.007969171740114689,8,2099
0.00779894320294261,9,2149
0.007841735146939754,9,2199
0.008041114546358585,9,2249
0.00752401165664196,9,2299
0.008166522718966007,9,2349
