cls_loss,epoch,step
0.8437527418136597,0,49
0.4806613326072693,0,99
0.37775692343711853,0,149
0.3230488896369934,0,199
0.3172314465045929,1,249
0.26846861839294434,1,299
0.28761452436447144,1,349
0.1913849115371704,1,399
0.20890682935714722,1,449
0.21556439995765686,2,499
0.17932619154453278,2,549
0.2357139140367508,2,599
0.13879768550395966,2,649
0.12618786096572876,2,699
0.19542866945266724,3,749
0.12799572944641113,3,799
0.16362787783145905,3,849
0.11555710434913635,3,899
0.1023680716753006,4,949
0.13698573410511017,4,999
0.13231950998306274,4,1049
0.09804758429527283,4,1099
0.151345893740654,4,1149
0.0970410406589508,5,1199
0.1606847047805786,5,1249
0.18696686625480652,5,1299
0.14274151623249054,5,1349
0.15841323137283325,5,1399
0.11838411539793015,6,1449
0.07263526320457458,6,1499
0.09137269109487534,6,1549
0.07667643576860428,6,1599
0.1079239696264267,7,1649
0.15639112889766693,7,1699
0.13805344700813293,7,1749
0.12168291956186295,7,1799
0.10489310324192047,7,1849
0.07382500916719437,8,1899
0.09281914681196213,8,1949
0.12494029104709625,8,1999
0.11935088038444519,8,2049
0.09281086921691895,8,2099
0.10429880768060684,9,2149
0.10437101125717163,9,2199
0.0813806876540184,9,2249
0.17218852043151855,9,2299
0.09348642081022263,9,2349
