cls_loss,epoch,step
0.8742966055870056,1,49
0.45733642578125,2,99
0.33507320284843445,3,149
0.10702339559793472,4,199
0.3245247006416321,6,249
0.27333343029022217,7,299
0.1845063418149948,8,349
0.04953998699784279,9,399
0.2328997701406479,11,449
0.2081872969865799,12,499
0.12749090790748596,13,549
0.028960654512047768,14,599
0.1818101406097412,16,649
0.16635988652706146,17,699
0.09710341691970825,18,749
0.019394125789403915,19,799
0.14950022101402283,21,849
0.13712330162525177,22,899
0.07855597138404846,23,949
0.013434215448796749,24,999
0.12500496208667755,26,1049
0.11427910625934601,27,1099
0.06620252877473831,28,1149
0.009764318354427814,29,1199
0.10583148896694183,31,1249
0.09607437998056412,32,1299
0.056969039142131805,33,1349
0.007409891113638878,34,1399
0.08937402814626694,36,1449
0.08141063153743744,37,1499
0.04934892803430557,38,1549
0.0058056265115737915,39,1599
0.07606222480535507,41,1649
0.07016327977180481,42,1699
0.04355252906680107,43,1749
0.004761741496622562,44,1799
0.06533578783273697,46,1849
0.05946217104792595,47,1899
0.039110589772462845,48,1949
0.003961414564400911,49,1999
