cls_loss,epoch,step
0.8703462481498718,0,49
0.4655514061450958,0,99
0.40164220333099365,0,149
0.36152103543281555,0,199
0.2845826745033264,1,249
0.2645101845264435,1,299
0.23631802201271057,1,349
0.2086143046617508,1,399
0.19338181614875793,1,449
0.1871061474084854,2,499
0.2024105340242386,2,549
0.1512291431427002,2,599
0.19189243018627167,2,649
0.18305104970932007,2,699
0.1656678169965744,3,749
0.22897757589817047,3,799
0.14877012372016907,3,849
0.1819249987602234,3,899
0.11278216540813446,4,949
0.17010436952114105,4,999
0.1273014098405838,4,1049
0.11972219496965408,4,1099
0.0821668729186058,4,1149
0.10002653300762177,5,1199
0.16661562025547028,5,1249
0.11398518830537796,5,1299
0.10889582335948944,5,1349
0.0936305820941925,5,1399
0.12761473655700684,6,1449
0.11658119410276413,6,1499
0.13657252490520477,6,1549
0.0876491591334343,6,1599
0.15372911095619202,7,1649
0.11452803760766983,7,1699
0.140102818608284,7,1749
0.11357463151216507,7,1799
0.062498386949300766,7,1849
0.11778626590967178,8,1899
0.05986987426877022,8,1949
0.1067231073975563,8,1999
0.0743880495429039,8,2049
0.0853588879108429,8,2099
0.065134197473526,9,2149
0.07627397775650024,9,2199
0.08490325510501862,9,2249
0.07600101828575134,9,2299
0.12434273213148117,9,2349
0.06412703543901443,10,2399
0.09990909695625305,10,2449
0.08106443285942078,10,2499
0.08189117908477783,10,2549
0.11191929131746292,11,2599
0.13842332363128662,11,2649
0.05869036167860031,11,2699
0.04052586480975151,11,2749
0.05812470614910126,11,2799
0.04038042947649956,12,2849
0.06124763935804367,12,2899
0.06917629390954971,12,2949
0.062043268233537674,12,2999
0.09673673659563065,12,3049
0.08960247039794922,13,3099
0.05025600269436836,13,3149
0.040041737258434296,13,3199
0.060713961720466614,13,3249
0.07293756306171417,14,3299
0.06890665739774704,14,3349
0.07841628044843674,14,3399
0.0861121341586113,14,3449
0.08960522711277008,14,3499
0.07913138717412949,15,3549
0.09266816079616547,15,3599
0.06963981688022614,15,3649
0.05193883553147316,15,3699
0.038606371730566025,15,3749
0.04254412278532982,16,3799
0.05724640563130379,16,3849
0.12285754084587097,16,3899
0.04382810369133949,16,3949
0.021665403619408607,17,3999
0.05234375596046448,17,4049
0.0864725336432457,17,4099
0.05487500876188278,17,4149
0.0508992038667202,17,4199
0.059690751135349274,18,4249
0.07620815932750702,18,4299
0.05735546350479126,18,4349
0.03261303901672363,18,4399
0.026346780359745026,18,4449
0.022396650165319443,19,4499
0.08143062889575958,19,4549
0.07053052634000778,19,4599
0.11357895284891129,19,4649
0.08721467107534409,19,4699
0.03816678002476692,20,4749
0.023550981655716896,20,4799
0.06096842139959335,20,4849
0.05572928115725517,20,4899
