cls_loss,epoch,step,val_acc
0.6637951135635376,0,49,
0.41419997811317444,0,99,
0.34712016582489014,0,149,
0.3372524082660675,0,199,
,0,234,0.9120000004768372
0.24796095490455627,1,249,
0.28745007514953613,1,299,
0.25855085253715515,1,349,
0.28128740191459656,1,399,
0.24305321276187897,1,449,
,1,469,0.9283999800682068
0.31553152203559875,2,499,
0.22234724462032318,2,549,
0.19267915189266205,2,599,
0.2200789898633957,2,649,
0.15309685468673706,2,699,
,2,704,0.9401999711990356
0.14877469837665558,3,749,
0.1960926353931427,3,799,
0.2694458067417145,3,849,
0.16317422688007355,3,899,
,3,939,0.9456999897956848
0.16711977124214172,4,949,
0.13498753309249878,4,999,
0.2096051126718521,4,1049,
0.19094906747341156,4,1099,
0.11764097958803177,4,1149,
,4,1174,0.9501000046730042
