ae_loss,epoch,step
0.07005210965871811,0,49
0.05768326669931412,0,99
0.04187043756246567,0,149
0.034236736595630646,0,199
0.030864184722304344,1,249
0.026957763358950615,1,299
0.023931024596095085,1,349
0.021138811483979225,1,399
0.021141046658158302,1,449
0.01962186209857464,2,499
0.017540043219923973,2,549
0.01785328984260559,2,599
0.017780905589461327,2,649
0.015892313793301582,2,699
0.014709270559251308,3,749
0.014854681678116322,3,799
0.013903720304369926,3,849
0.014188108034431934,3,899
0.014024950563907623,4,949
0.013055023737251759,4,999
0.012411701492965221,4,1049
0.01289332378655672,4,1099
0.011889099143445492,4,1149
0.01107783429324627,5,1199
0.011100899428129196,5,1249
0.010665073990821838,5,1299
0.010894770734012127,5,1349
0.010539999231696129,5,1399
0.009789672680199146,6,1449
0.009984929114580154,6,1499
0.009547264315187931,6,1549
0.00908160861581564,6,1599
0.008651381358504295,7,1649
0.009543291293084621,7,1699
0.008659780025482178,7,1749
0.009209423325955868,7,1799
0.008829683996737003,7,1849
0.008292126469314098,8,1899
0.008434193208813667,8,1949
0.0076646883971989155,8,1999
0.00819319486618042,8,2049
0.008247893303632736,8,2099
0.007735061459243298,9,2149
0.007708160672336817,9,2199
0.007353086024522781,9,2249
0.007789162918925285,9,2299
0.007717573083937168,9,2349
