cls_loss,epoch,step,val_acc
0.7527157664299011,0,49,
0.47006431221961975,0,99,
0.4763885736465454,0,149,
0.3556079566478729,0,199,
,0,234,0.9103999733924866
0.2587607502937317,1,249,
0.33780741691589355,1,299,
0.27471572160720825,1,349,
0.21429039537906647,1,399,
0.15837661921977997,1,449,
,1,469,0.9390000104904175
0.20540252327919006,2,499,
0.18760642409324646,2,549,
0.18932567536830902,2,599,
0.21274709701538086,2,649,
0.17151737213134766,2,699,
,2,704,0.9466999769210815
0.22410646080970764,3,749,
0.14810870587825775,3,799,
0.2034895271062851,3,849,
0.16940389573574066,3,899,
,3,939,0.9542999863624573
0.13393542170524597,4,949,
0.164461150765419,4,999,
0.19802440702915192,4,1049,
0.16781209409236908,4,1099,
0.16399484872817993,4,1149,
,4,1174,0.9577000141143799
