cls_loss,epoch,step,val_acc
0.9164943099021912,0,49,
0.5777376890182495,0,99,
0.361527681350708,0,149,
0.3582705557346344,0,199,
,0,234,0.9103000164031982
0.3236960172653198,1,249,
0.2718677520751953,1,299,
0.28115949034690857,1,349,
0.25847679376602173,1,399,
0.27379754185676575,1,449,
,1,469,0.9358999729156494
0.23929469287395477,2,499,
0.24871492385864258,2,549,
0.22330278158187866,2,599,
0.14258134365081787,2,649,
0.16132575273513794,2,699,
,2,704,0.9470999836921692
0.16273878514766693,3,749,
0.2084660679101944,3,799,
0.1527431309223175,3,849,
0.19695842266082764,3,899,
,3,939,0.9527999758720398
0.1659298688173294,4,949,
0.14797714352607727,4,999,
0.22898337244987488,4,1049,
0.10116589814424515,4,1099,
0.11113659292459488,4,1149,
,4,1174,0.9567000269889832
0.11880000680685043,5,1199,
0.20571663975715637,5,1249,
0.1471131592988968,5,1299,
0.13939949870109558,5,1349,
0.10531482100486755,5,1399,
,5,1409,0.9592999815940857
0.13963861763477325,6,1449,
0.12489888072013855,6,1499,
0.11750954389572144,6,1549,
0.11758574843406677,6,1599,
,6,1644,0.9621999859809875
0.10511491447687149,7,1649,
0.1535511016845703,7,1699,
0.22078819572925568,7,1749,
0.08542926609516144,7,1799,
0.15933045744895935,7,1849,
,7,1879,0.9635000228881836
0.0703253298997879,8,1899,
0.06724397838115692,8,1949,
0.19303184747695923,8,1999,
0.11568097770214081,8,2049,
0.09430776536464691,8,2099,
,8,2114,0.9674999713897705
0.08202885091304779,9,2149,
0.1566823124885559,9,2199,
0.1821206510066986,9,2249,
0.11362604051828384,9,2299,
0.05768618360161781,9,2349,
,9,2349,0.9688000082969666
