cls_loss,epoch,step,val_acc
0.6673404574394226,0,49,
0.45065951347351074,0,99,
0.33419400453567505,0,149,
0.31890326738357544,0,199,
,0,234,0.9118000268936157
0.27206018567085266,1,249,
0.26106420159339905,1,299,
0.31654030084609985,1,349,
0.23332592844963074,1,399,
0.2031009942293167,1,449,
,1,469,0.9333000183105469
0.16751694679260254,2,499,
0.28618690371513367,2,549,
0.16360390186309814,2,599,
0.22588801383972168,2,649,
0.23514112830162048,2,699,
,2,704,0.9409000277519226
0.21733540296554565,3,749,
0.16379907727241516,3,799,
0.15557685494422913,3,849,
0.20495668053627014,3,899,
,3,939,0.9487000107765198
0.214874729514122,4,949,
0.16449140012264252,4,999,
0.17526407539844513,4,1049,
0.17177912592887878,4,1099,
0.17336688935756683,4,1149,
,4,1174,0.9501000046730042
0.2479439675807953,5,1199,
0.17308779060840607,5,1249,
0.19832776486873627,5,1299,
0.14591029286384583,5,1349,
0.11409274488687515,5,1399,
,5,1409,0.9563999772071838
0.1479709893465042,6,1449,
0.17187875509262085,6,1499,
0.13795335590839386,6,1549,
0.15656490623950958,6,1599,
,6,1644,0.958299994468689
0.08166094124317169,7,1649,
0.172557070851326,7,1699,
0.09755530953407288,7,1749,
0.13689346611499786,7,1799,
0.15504206717014313,7,1849,
,7,1879,0.9613999724388123
0.09775255620479584,8,1899,
0.12993073463439941,8,1949,
0.1390877068042755,8,1999,
0.10200342535972595,8,2049,
0.09588257968425751,8,2099,
,8,2114,0.9629999995231628
0.15558074414730072,9,2149,
0.13632366061210632,9,2199,
0.1645064502954483,9,2249,
0.06297270208597183,9,2299,
0.10578998178243637,9,2349,
,9,2349,0.9631999731063843
0.08882663398981094,10,2399,
0.1539669632911682,10,2449,
0.14795267581939697,10,2499,
0.1819295436143875,10,2549,
,10,2584,0.9646999835968018
0.10991914570331573,11,2599,
0.13163861632347107,11,2649,
0.0763125941157341,11,2699,
0.12068358808755875,11,2749,
0.1490519791841507,11,2799,
,11,2819,0.9656999707221985
0.08455394953489304,12,2849,
0.07634515315294266,12,2899,
0.10699886083602905,12,2949,
0.0964856743812561,12,2999,
0.11896581947803497,12,3049,
,12,3054,0.9664000272750854
0.07171230763196945,13,3099,
0.1408071666955948,13,3149,
0.09142977744340897,13,3199,
0.08117243647575378,13,3249,
,13,3289,0.9667999744415283
0.09674614667892456,14,3299,
0.11902516335248947,14,3349,
0.13276724517345428,14,3399,
0.06113174185156822,14,3449,
0.0907999575138092,14,3499,
,14,3524,0.967199981212616
0.10653684288263321,15,3549,
0.07398013025522232,15,3599,
0.12772534787654877,15,3649,
0.1309431791305542,15,3699,
0.0616980604827404,15,3749,
