cls_loss,epoch,step,val_acc
0.7917506694793701,0,49,
0.4540656805038452,0,99,
0.35139352083206177,0,149,
0.30770817399024963,0,199,
,0,234,0.9129999876022339
0.3135904371738434,1,249,
0.26939037442207336,1,299,
0.34047552943229675,1,349,
0.19468645751476288,1,399,
0.2131192982196808,1,449,
,1,469,0.9326000213623047
0.3328359127044678,2,499,
0.23301257193088531,2,549,
0.23413172364234924,2,599,
0.23042699694633484,2,649,
0.1477997601032257,2,699,
,2,704,0.9444000124931335
0.17305266857147217,3,749,
0.1991278976202011,3,799,
0.25916966795921326,3,849,
0.16576209664344788,3,899,
,3,939,0.9503999948501587
0.11214155703783035,4,949,
0.12865504622459412,4,999,
0.17148785293102264,4,1049,
0.14828960597515106,4,1099,
0.14952456951141357,4,1149,
,4,1174,0.9564999938011169
