cls_loss,epoch,step
0.8960740566253662,1,49
0.4663727283477783,2,99
0.3261179029941559,3,149
0.11044614762067795,4,199
0.32010185718536377,6,249
0.25735196471214294,7,299
0.1796836256980896,8,349
0.055117715150117874,9,399
0.22860722243785858,11,449
0.18701739609241486,12,499
0.12225357443094254,13,549
0.031990718096494675,14,599
0.1712253987789154,16,649
0.1476040780544281,17,699
0.09085654467344284,18,749
0.02267366647720337,19,799
0.1358143836259842,21,849
0.1235017329454422,22,899
0.07255251705646515,23,949
0.015919329598546028,24,999
0.111466184258461,26,1049
0.1089262068271637,27,1099
0.060510922223329544,28,1149
0.01115485467016697,29,1199
0.09244509041309357,31,1249
0.09857174009084702,32,1299
0.05080198124051094,33,1349
0.008091908879578114,34,1399
0.07697737962007523,36,1449
0.08895659446716309,37,1499
0.042611174285411835,38,1549
0.0058541190810501575,39,1599
0.06503138691186905,41,1649
0.07999996095895767,42,1699
0.036985937505960464,43,1749
0.0043420144356787205,44,1799
0.055577352643013,46,1849
0.07085089385509491,47,1899
0.03187311813235283,48,1949
0.0034787270706146955,49,1999
