ae_loss,epoch,step
0.06517477333545685,0,49
0.04591457545757294,0,99
0.03414565324783325,0,149
0.027179768308997154,0,199
0.021242985501885414,1,249
0.017783155664801598,1,299
0.01660388521850109,1,349
0.015311343595385551,1,399
0.013553333468735218,1,449
0.012967714108526707,2,499
0.012412544339895248,2,549
0.011356419883668423,2,599
0.010362138971686363,2,649
0.010477573610842228,2,699
0.010099614970386028,3,749
0.008893132209777832,3,799
0.010135648772120476,3,849
0.009993618354201317,3,899
0.009180843830108643,4,949
0.008423530496656895,4,999
0.008146830834448338,4,1049
0.008768307976424694,4,1099
0.00850759819149971,4,1149
0.008053280413150787,5,1199
0.007671730127185583,5,1249
0.008003382943570614,5,1299
0.007999545894563198,5,1349
0.007450604811310768,5,1399
0.007617332506924868,6,1449
0.007456824649125338,6,1499
0.007287162821739912,6,1549
0.006990565452724695,6,1599
0.0067257359623909,7,1649
0.0074024442583322525,7,1699
0.007107943762093782,7,1749
0.00707343639805913,7,1799
0.0071292477659881115,7,1849
0.006577698513865471,8,1899
0.00703975697979331,8,1949
0.006649873219430447,8,1999
0.006744712125509977,8,2049
0.006544019561260939,8,2099
0.0061616552993655205,9,2149
0.006823705974966288,9,2199
0.006261223927140236,9,2249
0.005968964658677578,9,2299
0.00636387849226594,9,2349
