ae_loss,epoch,step
0.07059676945209503,0,49
0.058737337589263916,0,99
0.04409161955118179,0,149
0.03523211181163788,0,199
0.029616935178637505,1,249
0.027554426342248917,1,299
0.026122603565454483,1,349
0.023399988189339638,1,399
0.02084759622812271,1,449
0.02048562280833721,2,499
0.019244816154241562,2,549
0.017802616581320763,2,599
0.016984770074486732,2,649
0.016478365287184715,2,699
0.015603868290781975,3,749
0.015282212756574154,3,799
0.014178280718624592,3,849
0.014566786587238312,3,899
0.014308330602943897,4,949
0.01378597877919674,4,999
0.012377111241221428,4,1049
0.01222404558211565,4,1099
0.01191353052854538,4,1149
