cls_loss,epoch,step
0.890293300151825,0,49
0.4192934036254883,0,99
0.3531804084777832,0,149
0.34801241755485535,0,199
0.3055698871612549,1,249
0.3154149353504181,1,299
0.31000250577926636,1,349
0.4472632110118866,1,399
0.18825121223926544,1,449
0.26277515292167664,2,499
0.23566289246082306,2,549
0.1672435998916626,2,599
0.24658021330833435,2,649
0.26626378297805786,2,699
0.16911228001117706,3,749
0.17306315898895264,3,799
0.16536936163902283,3,849
0.15748213231563568,3,899
0.1319224238395691,4,949
0.12065484374761581,4,999
0.09831235557794571,4,1049
0.14301149547100067,4,1099
0.19471265375614166,4,1149
