ae_loss,epoch,step
0.06086263433098793,0,49
0.045943502336740494,0,99
0.029822874814271927,0,149
0.022536100819706917,0,199
0.01851462386548519,1,249
0.017158517614006996,1,299
0.016125613823533058,1,349
0.01379416137933731,1,399
0.013102315366268158,1,449
0.01197140570729971,2,499
0.011461321264505386,2,549
0.01095221471041441,2,599
0.01025870256125927,2,649
0.009392987005412579,2,699
0.00990194734185934,3,749
0.009190700948238373,3,799
0.009035332128405571,3,849
0.008758332580327988,3,899
0.008725663647055626,4,949
0.008724129758775234,4,999
0.007795977406203747,4,1049
0.008371826261281967,4,1099
0.007559153717011213,4,1149
0.007754387799650431,5,1199
0.0075128949247300625,5,1249
0.007510397583246231,5,1299
0.007797714322805405,5,1349
0.007203965913504362,5,1399
0.007563376799225807,6,1449
0.007602769415825605,6,1499
0.006742709316313267,6,1549
0.007110144477337599,6,1599
0.006721961311995983,7,1649
0.006727884523570538,7,1699
0.006640575360506773,7,1749
0.007032936904579401,7,1799
0.006903184112161398,7,1849
0.006414628587663174,8,1899
0.006602483335882425,8,1949
0.006592562422156334,8,1999
0.0070512848906219006,8,2049
0.006289320532232523,8,2099
0.006677706725895405,9,2149
0.0063691940158605576,9,2199
0.006479579024016857,9,2249
0.006598850712180138,9,2299
0.00584675557911396,9,2349
